id_laporan,teks_laporan,label_prioritas,sumber_data
ID-1254,"Lapor min, ada kecelakaan beruntun di underpass jombor melibatkan dua mobil avanza sama pick up sayur. Ngga ada korban jiwa tapi mobilnya ringsek nutupin separuh jalan. Arus lalu lintas dialihkan ke jalur atas semua jadi macet panjang.",Unknown,manual_curation
ID-1255,"Tolong dong min di up, beras medium di pasar beringharjo harganya makin ga masuk akal sekarang tembus 16 ribu per kilo. Kasihan ibu rumah tangga sama pedagang warung nasi. Pemerintah daerah tolong segera adakan operasi pasar murah.",Unknown,manual_curation
ID-1256,Min ijin lapor ada anjing kampung warna coklat keliaran di jalan gejayan sering banget ngejar motor yang lewat kalau malam. Tadi malam temen saya hampir nabrak trotoar gara gara panik dikejar anjingnya pas lagi boncengan berdua.,Unknown,manual_curation
ID-1257,"Permisi admin, mau info lowongan kerja part time buat mahasiswa aktif shift sore sampai malam buat jaga kedai kopi daerah pandeyan umbulharjo. Syaratnya jujur dan bisa bikin kopi basic. Yang minat langsung bawa cv aja ke lokasi besok sore.",Unknown,manual_curation
ID-1258,"Min tolong di up, barusan ada kejadian rombongan klitih bawa sajam jenis celurit di daerah jalan bantul km 7. Mereka naik motor matic bonceng tiga ngejar pemotor yang lagi sendirian pas kondisi jalan gelap. Korbannya berhasil kabur masuk ke gang perkampungan warga. Tolong pihak kepolisian sering sering patroli malam di jalur rawan ini biar warga merasa aman.",Unknown,merapi_uncover
ID-1259,"Lapor pak dishub, ini lampu bangjo di perempatan ringroad condongcatur error dari tadi siang. Nyala hijaunya cuma tiga detik terus langsung merah lagi, bikin antrean kendaraan mengular panjang banget sampai depan polda diy. Banyak supir truk dan bus yang emosi klakson klakson terus karena kepanasan nunggu. Tolong teknisinya segera diterjunkan buat benerin sistemnya.",Unknown,merapi_uncover
ID-1260,"Permisi min, mau ngeluh soal kelakuan jukir liar di kawasan alun alun kidul. Tadi malam saya cuma berhenti sebentar di pinggir trotoar buat beli wedang ronde, tiba tiba didatengin preman minta uang parkir sepuluh ribu tanpa ngasih karcis. Pas saya tolak dia malah ngancam mau ngebaretin body mobil saya. Tolong satpol pp bisa menertibkan aksi premanisme berkedok jukir gini.",Unknown,merapi_uncover
ID-1261,"Halo min, minta tolong diviralkan barangkali ada sedulur yang nemuin burung hantu peliharaan saya jenis tito alba. Lepas dari sangkarnya di daerah perumahan concat tadi subuh karena pintunya lupa digembok rapat. Ada ciri khas gelang ring warna biru di kaki kanannya. Kalau ada yang ngelihat atau nangkep tolong kabari saya ya, nanti saya kasih imbalan sepantasnya sebagai tanda terima kasih.",Unknown,merapi_uncover
ID-1262,"Info darurat min, baru saja terjadi tabrak lari di underpass makamhaji arah kartasura. Korban bapak bapak tua penjual cilok gerobaknya hancur ditabrak mobil minibus warna silver plat B yang langsung kabur tancap gas ngebut. Korban sekarang udah dibawa ke rumah sakit terdekat pakai ambulan relawan, tolong polisi segera cek cctv di terowongan buat ngejar pelakunya.",Unknown,merapi_uncover
ID-1263,"Min tolong ingatkan para sedulur, tadi pagi di jalan malioboro ada oknum ibu ibu pakai baju lusuh pura pura buta minta sedekah maksa banget narik narik baju wisatawan. Pas ngga sengaja kesenggol orang jalan, dianya reflek marah marah dan jalannya normal lancar banget ngehindar. Modus penipuan gaya lama mulai marak lagi di pusat wisata, tolong dinas sosial bisa segera turun tangan.",Unknown,merapi_uncover
ID-1264,"Lapor min, kondisi jalan godean km 9 makin hancur lebur banyak lubang dalem yang ketutup genangan air sisa hujan semalam. Tadi pagi baru aja ada mbak mbak karyawan pabrik jatuh terpental gara gara ban motornya masuk lubang gede itu. Kondisinya lumayan parah hidungnya berdarah, tolong dinas pupr segera tambal jalan aspalnya sebelum memakan korban jiwa.",Unknown,merapi_uncover
ID-1265,"Minta tolong pantauannya, semalam di kos putra daerah pogung lor baru aja kebobolan maling curanmor. Satu unit motor klx warna hijau raib padahal posisi stang udah dikunci leher kanan dan gerbang digembok. Terekam cctv pelakunya dua orang pakai masker dan jaket hoodie gelap masuk ngerusak gembok pakai cairan kimia. Buat anak kos lain harap lebih waspada dan pasang gembok ganda.",Unknown,merapi_uncover
ID-1266,"Halo min, tolong sampaikan ke polres sleman buat menindak tegas gerombolan sunmori yang tiap minggu pagi lewat jalan kaliurang atas. Rombongan motor sport ini pakai knalpot brong suaranya bising banget bikin budeg telinga warga sekitar. Mereka juga sering cornering ugal ugalan ngga mikirin keselamatan pengendara lain yang mau berangkat ke pasar. Sangat meresahkan ketertiban umum.",Unknown,merapi_uncover
ID-1267,Min tolong edukasi warga yang suka main layangan di sekitar flyover lempuyangan. Kemarin sore ada ojol yang lehernya tersayat senar gelasan putus yang melintang di tengah jalan layang. Untung bapaknya pake slayer tebel jadi lukanya ngga sampai urat nadi. Bahaya banget nyawa taruhannya kalau lagi jalan kencang kena benang layangan ngga kelihatan.,Unknown,merapi_uncover
ID-1268,Lapor pak polisi ada mobil sedan warna hitam melaju zig zag ga karuan di jalan magelang arah jombor. Kayanya supirnya dalam pengaruh alkohol karena sempet nyerempet trotoar berkali kali tapi tetep maksa digas. Ngeri banget kalau sampai nabrak motor di depannya soalnya dia nerobos lampu merah terus. Tolong unit patroli lantas segera kejar dan berhentikan mobil tersebut.,Unknown,merapi_uncover
ID-1269,"Info min, barusan ada pohon beringin tua tumbang diterjang hujan angin kencang di daerah seyegan sleman. Batang besarnya roboh nutupin seluruh badan jalan dan nimpa kabel listrik tegangan tinggi sampai putus ngeluarin percikan api. Sekarang akses jalan terputus total dan satu desa mati lampu, tolong tim bpbd dan pln segera evakuasi ke lokasi kejadian.",Unknown,merapi_uncover
ID-1270,"Hati hati lur modus penipuan online shop cod makin nekat. Tetangga saya di bantul baru aja bayar paket ratusan ribu ke kurir padahal dia ngga merasa pesen barang itu. Pas dusnya dibuka ternyata isinya cuma potongan kardus bekas dan batu koral. Kurirnya ditelpon udah ngga aktif lagi nomornya, tolong ingatkan keluarga di rumah jangan asal bayar paket yang ngga jelas pengirimnya.",Unknown,merapi_uncover
ID-1271,"Min tolong hubungi dinas sosial, di perempatan jalan parangtritis deket ringroad ada orang dengan gangguan jiwa ngamuk bawa batu bata. Dia lempar lemparin batunya ke arah kaca mobil yang lagi berhenti nunggu lampu hijau. Banyak pengendara yang panik ketakutan terpaksa putar balik lawan arus buat ngehindar. Tolong segera diamankan karena sangat membahayakan nyawa orang.",Unknown,merapi_uncover
ID-1272,"Minta tolong dibantu up min, semalam saya kehilangan tas selempang kulit warna hitam jatuh di sekitaran jalan seturan raya sampai babarsari. Isinya dokumen super penting ada ijazah asli, transkrip nilai, ktp, sim, stnk, dan atm mandiri atas nama bayu purnomo. Buat orang baik yang nemuin tolong dm saya ya, nanti saya kasih uang syukuran sepantasnya.",Unknown,merapi_uncover
ID-1273,"Lapor min, kelakuan supir bus antar kota di ringroad selatan ugal ugalan banget balapan sesama bus sampai ngambil lajur kiri ngelewatin marka jalan. Hampir aja nyerempet rombongan ibu ibu yang lagi naik sepeda motor bebek. Bahaya banget mentang mentang kendaraannya besar jadi seenaknya nekan kendaraan kecil. Tolong dinas perhubungan tindak tegas po bus yang supirnya nakal.",Unknown,merapi_uncover
ID-1274,"Info kebakaran min, ada lahan kebun jati kosong di pinggir tebing daerah pathuk gunungkidul yang dilalap si jago merah gara gara ada warga buang puntung rokok sembarangan. Apinya cepet banget membesar karena banyak daun kering dan tiupan angin kencang. Warga sekitar udah panik karena jaraknya makin deket sama pemukiman, tolong pemadam kebakaran segera meluncur kesini.",Unknown,merapi_uncover
ID-1275,"Minta tolong diviralkan sedulur, telah hilang simbah putri umur 80 tahun kondisi sudah pikun. Pergi dari rumah di wates kulon progo sejak kemarin sore pakai daster batik warna merah dan kerudung coklat. Beliau kalau ditanya alamat rumahnya ngga hafal cuma diam aja. Keluarga sudah lapor polisi dan nyari kemana mana belum ketemu, bagi yang melihat tolong kabari nomor di bawah.",Unknown,merapi_uncover
ID-1276,"Min tolong sampaikan ke pt kai, ini palang pintu perlintasan kereta di daerah gamping sering error ngga mau turun padahal sirine udah bunyi kenceng dan kereta dari jauh udah kelihatan sorot lampunya. Tadi pagi nyaris aja ada mobil box yang ketabrak karena maksa nyebrang ngga tau kalau palangnya rusak. Tolong teknisi segera ngecek sistem sensornya sebelum ada laka maut.",Unknown,merapi_uncover
ID-1277,"Halo min, tolong kirim patroli polisi ke daerah ruko babarsari sekarang. Ini ada dua kelompok pemuda lagi bentrok tawuran di pinggir jalan saling lempar batu sama botol beling. Kayanya gara gara salah paham pas lagi nongkrong di cafe. Warga sekitar dan pedagang angkringan pada ketakutan tutup warung lebih awal ngga berani keluar rumah.",Unknown,merapi_uncover
ID-1278,"Lapor min, kondisi underpass makamhaji jombor kalau habis diguyur hujan deras berjam jam pasti kebanjiran parah airnya nggenang sampai selutut orang dewasa. Mesin pompa penyedot airnya kaya ngga berfungsi maksimal. Banyak motor matic yang nekat nerobos berujung mogok kemasukan air di tengah genangan. Mending cari rute alternatif lewat atas aja sedulur.",Unknown,merapi_uncover
ID-1279,"Info kemanusiaan min, barusan ada bapak bapak pesepeda ontel pingsan jatuh di pinggir tanjakan mangunan imogiri karena kelelahan dehidrasi. Untung ada rombongan pemotor yang langsung berhenti ngasih pertolongan pertama sama ngasih minum teh anget. Sekarang bapaknya udah siuman dan lagi diistirahatkan di warung warga sekitar. Buat goweser tolong ukur kemampuan fisik jangan maksain diri.",Unknown,merapi_uncover
ID-1280,"Permisi min mau ngeluh, ini gerombolan debt collector atau mata elang di ringroad barat perempatan demak ijo makin meresahkan. Mereka main cegat motor mahasiswi di tengah jalan ramai maksa mau narik kunci kontak padahal cicilannya ngga nunggak sama sekali. Untung warga sekitar langsung neriakin dan bantuin melerai sampai dc nya kabur. Tolong polisi basmi premanisme berkedok leasing ini.",Unknown,merapi_uncover
ID-1281,"Info min, kawasan tugu jogja mendadak heboh gara gara ada penemuan koper hitam misterius yang ditinggal sendirian di trotoar deket tiang lampu tanpa pemilik. Warga panik takut isinya barang berbahaya atau bom karena ngga ada yang berani nyentuh. Sekarang lokasi udah dipasang garis kuning sama kepolisian dan nunggu tim gegana brimob buat evakuasi kopernya.",Unknown,merapi_uncover
ID-1282,Tolong viralkan kelakuan vandalisme anak abg min. Ini tembok bangunan cagar budaya keraton di daerah kotagede yang baru aja dicat ulang malah dicoret coret pakai pilox tulisan genk sekolah ngga jelas. Ngrusak estetika dan nilai sejarah aja bisanya padahal pemerintah ngeluarin dana gede buat perawatan. Tolong warga kalau lihat ada yang corat coret malam hari langsung diamankan aja.,Unknown,merapi_uncover
ID-1283,"Minta bantuan pihak bksda min, akhir akhir ini banyak kawanan kera ekor panjang yang turun gunung nyerang ladang palawija milik petani di daerah prambanan. Mereka ganas banget merusak jagung sama singkong yang mau panen. Warga ga berani ngusir pakai senapan karena tau itu hewan dilindungi, tolong dinas terkait ngasih solusi biar petani ngga merugi terus terusan.",Unknown,merapi_uncover
ID-1284,"Lapor dinas kesehatan, tolong selidiki kasus keracunan makanan massal yang menimpa puluhan warga sehabis makan hidangan syukuran di desa daerah bantul. Korban rata rata mengalami mual, muntah parah, sama diare akut berhari hari. Pihak puskesmas udah kewalahan nampung pasien sampai dirujuk ke rsud. Takutnya ada bahan basi atau ayam yang ngga layak konsumsi dipakai masak.",Unknown,merapi_uncover
ID-1285,"Min tolong up rekaman cctv ini, perampokan minimarket 24 jam di jalan kaliurang km 12 tadi subuh. Dua pelaku pakai helm full face masuk bawa golok ngancam kasir buat nguras isi brankas sama ngambil puluhan slop rokok mahal. Kasirnya ngga luka tapi syok trauma berat karena sempat disekap di gudang belakang. Semoga reskrim polsek depok bisa segera melacak plat nomor pelaku.",Unknown,merapi_uncover
ID-1286,"Info darurat min, tebing tanah di jalur perbukitan menoreh kulon progo longsor parah nutupin akses jalan utama antar kecamatan gara gara curah hujan tinggi semingguan ini. Material tanah liat sama batu besar nutupin aspal total ngga bisa dilewati kendaraan roda dua apalagi mobil. Mohon pemkab segera mendatangkan alat berat backhoe buat bersihin timbunan longsornya.",Unknown,merapi_uncover
ID-1287,Hati hati buat para perempuan yang sering pulang malam lewat jalan kabupaten area persawahan sepi. Temen saya baru aja jadi korban pelecehan begal payudara sama pria ngga dikenal pakai jaket kulit hitam naik motor tanpa plat nomor. Pelakunya melaju dari arah belakang mepet korban terus langsung tancap gas kabur ngebut ke arah utara. Tolong pasang cctv atau lampu jalan yang lebih terang.,Unknown,merapi_uncover
ID-1288,"Min tolong sampaikan ke polisi, ini akses underpass janti sering banget diblokir separuh jalan tiap jumat dini hari buat ajang adu balap liar motor drag taruhan uang. Suaranya bising banget bikin warga kampung ngga bisa tidur pulas. Belum lagi bahayanya buat pengendara umum yang lewat sering kaget nyaris nabrak joki yang ngga pakai helm itu. Tolong segera digerebek aja.",Unknown,merapi_uncover
ID-1289,"Minta tolong pantauannya sedulur, terpisah rombongan anak perempuan umur 6 tahun pakai baju gamis pink kerudung putih di area pasar malam sekaten alun alun utara. Tadi ibunya lagi lengah milih milih baju tiba tiba anaknya lari hilang di keramaian pengunjung. Sudah diumumkan lewat pengeras suara tapi belum ketemu. Bagi yang melihat anak nangis kebingungan tolong amankan ke posko panitia.",Unknown,merapi_uncover
ID-1290,"Min waspada penipuan modus baru, banyak cafe di daerah prawirotaman yang barcode qris nya ditempel stiker qr palsu atas nama pribadi sama oknum ngga bertanggung jawab. Kemarin owner cafe baru sadar pas rekapan harian banyak pembayaran pelanggan yang ngga masuk ke rekening kasir. Tolong para pemilik usaha kuliner lebih rajin meriksa stiker barcode di meja kasirnya masing masing.",Unknown,merapi_uncover
ID-1291,Tolong viralkan cctv kelakuan bapak bapak baju kotak kotak ini min. Selesai jamaah sholat maghrib di masjid agung sleman dia dengan santainya nukar sandal jepit bututnya sama sepatu kets merk mahal milik jamaah lain yang lagi zikir di dalam. Kejadian ini udah berulang kali dengan ciri ciri fisik pelaku yang sama persis. Takmir masjid harus lebih tegas mantau kamera keamanan.,Unknown,merapi_uncover
ID-1292,Lapor min kemacetan horor mengekor berkilo kilometer di jalan wonosari piyungan arah bukit bintang. Penyebabnya ada mobil sedan jadul yang overheat mogok pas di tengah tanjakan curam ngga kuat naik. Supirnya panik karena rem tangannya ngga pakem nyaris mundur nabrak motor di belakangnya. Tolong petugas lalu lintas segera meluncur buat ngatur arus buka tutup jalur sementara.,Unknown,merapi_uncover
ID-1293,"Min tolong tertibkan supir truk muatan pasir tambang yang lewat jalan wates menuju arah kota. Mereka sering ngangkut over kapasitas sampai terpal penutupnya ga bisa diiket rapet. Imbasnya debu sama kerikil pasir pada beterbangan ke belakang pedih banget kena mata pengendara motor. Sangat membahayakan visibilitas jalan, tolong dishub adakan razia muatan di jembatan timbang.",Unknown,merapi_uncover
ID-1294,"Permisi min mau ngeluh, ini ada cafe baru buka di daerah perumahan padat umbulharjo tapi live music nya pakai speaker hajatan suaranya dentum dentum sampai jam satu pagi. Warga sekitar udah komplain ke rt rw setempat tapi pemilik cafenya malah ngeyel ngerasa udah bayar ijin keramaian. Anak bayi tetangga pada nangis ga bisa tidur, tolong satpol pp cek kelayakan amdal lingkungannya.",Unknown,merapi_uncover
ID-1295,"Hati hati lur ngambil uang tunai di mesin atm pom bensin sekitaran gejayan. Kemarin kartu atm bri saya ketelan ngga bisa keluar, pas saya hubungi call center abal abal yang ada di stiker mesin ternyata itu komplotan penipu skimming. Saldo tabungan jutaan rupiah ludes ditransfer ke rekening antah berantah. Buat warga jogja waspada kalau lihat stiker call center nomor hp biasa ngga usah dipercaya.",Unknown,merapi_uncover
ID-1296,"Info laka min, baru saja motor matic nmax terbakar mendadak di jalan kaliurang km 14 arah pakem. Kayanya konsleting kabel kelistrikan atau mesinnya overheat dipaksa nanjak jarak jauh. Apinya langsung membesar melahap seluruh body motor, untung pengendaranya langsung loncat nyelametin diri ngga sampai ada luka bakar. Sedulur yang melintas harap hati hati hindari sisa puingnya.",Unknown,merapi_uncover
ID-1297,"Min tolong pantauannya, kelakuan bule mancanegara di kampung turis prawirotaman makin ngga ada sopan santunnya. Mabuk miras siang bolong jalan sempoyongan di tengah gang sempit nyaris nabrak anak anak kecil yang lagi main sepeda. Ditegur sama warga lokal malah nantangin adu fisik pakai bahasa kasar. Tolong pihak imigrasi atau kepolisian pariwisata bisa mendeportasi turis rese kaya gini.",Unknown,merapi_uncover
ID-1298,"Lapor min, makin banyak mobil pribadi plat hitam sok arogan pakai lampu strobo sama sirine di jalan magelang. Tadi pagi ada suv mepet mepet nyuruh minggir padahal bukan pengawalan resmi kepolisian. Bikin silau dan kaget pengendara roda dua. Mohon ditindak tegas.",Unknown,merapi_uncover
ID-1299,"Min tolong edukasi pengemudi mobil, kalau merokok jangan buang abunya sembarangan lewat jendela. Kemarin mata saya kelilipan abu rokok panas dari mobil depan di ringroad utara sampai merah bengkak. Bahaya banget bisa bikin orang kecelakaan karena pandangan terganggu.",Unknown,merapi_uncover
ID-1300,Waspada maling spesialis meteran air pdam min. Semalam di perumahan daerah concat ada lima rumah yang meterannya dicabut paksa. Pagi pagi warga kaget airnya mancur tumpah ke jalanan. Kayanya dijual buat rongsokan bahan kuningan.,Unknown,merapi_uncover
ID-1301,"Minta tolong diviralkan, ada bapak bapak eksibisionis suka pamer alat vital di gang sepi daerah kos putri jalan kaliurang. Pelaku naik motor matic pakai helm tertutup, pura pura nanya alamat terus buka resleting. Mahasiswi banyak yang trauma ketakutan.",Unknown,merapi_uncover
ID-1302,"Halo min, tolong pantau keamanan daerah babarsari. Ada pria tertangkap basah ngintip ventilasi kamar mandi kos cewek. Pas diteriakin langsung kabur manjat tembok belakang. Warga sempat ngejar tapi kehilangan jejak di kegelapan.",Unknown,merapi_uncover
ID-1303,"Lapor tim damkar kota jogja, minta tolong evakuasi anak kucing kecebur ke dalam sumur tua sedalam belasan meter di belakang rumah daerah jetis. Suaranya meong meong kasihan kelaparan tapi warga ngga punya alat buat turun ke bawah.",Unknown,merapi_uncover
ID-1304,"Min ijin nanya, kalau mau minta bantuan lepas cincin titanium yang macet di jari ke kantor pemadam kebakaran itu bayar ngga ya? Jari temen saya bengkak parah ungu ngga bisa dilepas pakai sabun atau benang, butuh dipotong pakai gerinda mini secepatnya.",Unknown,merapi_uncover
ID-1305,"Hati hati para pencari kerja, ada loker bodong berkedok interview di ruko daerah seturan. Pas datang pelamar malah dimintai uang training tiga ratus ribu. Udah banyak yang kena tipu, modusnya butuh cepat admin gudang tapi ujung ujungnya disuruh jualan door to door.",Unknown,merapi_uncover
ID-1306,"Tolong sampaikan ke sedulur, jangan asal klik file undangan pernikahan format apk di whatsapp. Bapak saya barusan kena klik, tiba tiba hape ke hack dan saldo mbanking terkuras jutaan rupiah. Modus penipuan siber makin canggih nyasar orang tua.",Unknown,merapi_uncover
ID-1307,"Min pantauannya, tadi siang ada dua orang mencurigakan boncengan motor bolak balik foto rumah warga di perumahan bantul padahal ngga ada tulisan dijual. Pas ditanya ngakunya petugas survey padahal ngga pakai seragam atau id card. Takutnya komplotan spesialis pembobol rumah kosong.",Unknown,merapi_uncover
ID-1308,"Permisi min mau ngeluh, ini ada warga gelar tenda hajatan nikah nutup jalan kabupaten full seratus persen tanpa ngasih akses sama sekali. Pengendara terpaksa muter jauh masuk gang sempit. Harusnya kalau bikin acara ya sisain ruang buat motor lewat, jangan egois.",Unknown,merapi_uncover
ID-1309,"Lapor pak polisi, tolong tertibkan rombongan anak sd smp main sepeda fixie di jalur cepat ringroad selatan. Mereka asik ngebut zig zag sambil ketawa ketawa padahal di sampingnya truk tronton pada melaju kencang. Orang tuanya kemana ini kok anaknya dibiarin main nyawa.",Unknown,merapi_uncover
ID-1310,Min tolong up kelakuan mobil putih plat AB di jalan solo. Udah diklakson sirine ambulans yang bawa pasien gawat darurat bukannya minggir malah sengaja nutupin jalan terus. Supir ambulans sampai emosi karena pasien butuh penanganan oksigen segera.,Unknown,merapi_uncover
ID-1311,"Beda lagi kelakuan pemotor yang suka ngekor di belakang ambulans secara mepet. Tadi di jalan sudirman ada motor maksain masuk rombongan iringan biar lolos macet, eh malah ngerem mendadak nabrak bumper belakang mobilnya. Bikin repot relawan aja kelakuan gitu.",Unknown,merapi_uncover
ID-1312,"Lapor min, preman berkedok pak ogah di putaran balik jalan magelang makin anarkis. Tadi saya ngga ngasih uang koin, dia malah mukul kap mobil pakai tongkat bambu sampai penyok. Sangat meresahkan pengguna jalan, tolong satpol pp segera angkut mereka.",Unknown,merapi_uncover
ID-1313,"Minta tolong tim animal rescue, ada ular kobra kecil masuk ke sela sela body motor matic saya pas diparkir di dekat kebun daerah pakem. Tadi pas mau dinyalain kepalanya nongol dari dekat stang. Saya panik lari ninggalin motor, sekarang ularnya sembunyi di dalam mesin.",Unknown,merapi_uncover
ID-1314,"Halo min, mau lapor saya kena teror telepon dari debt collector pinjol puluhan kali sehari. Padahal saya ngga pernah hutang aplikasi apapun, ternyata nomor saya dicantumkan jadi kontak darurat sama mantan teman kerja yang kabur. Sangat mengganggu aktivitas, lapor polisi prosesnya gimana ya.",Unknown,merapi_uncover
ID-1315,"Min waspada pencurian, cctv masjid daerah ngaglik terekam pria pakai sarung dan kopiah nyongkel kotak amal pakai kawat yang ditempel permen karet. Uang kertas lembaran ratusan ribu berhasil ditarik keluar. Pelaku beraksi siang bolong pas masjid lagi sepi.",Unknown,merapi_uncover
ID-1316,"Tolong pantauannya, parkiran karyawan mall di laksda adisucipto sering kebobolan. Helm mahal merk kyt hilang dicuri padahal ada karcis dan dijaga satpam. Masa pihak manajemen ngga mau ganti rugi dengan alasan kehilangan barang pribadi bukan tanggung jawab pengelola.",Unknown,merapi_uncover
ID-1317,"Lapor min, semalam ada komplotan pakai mobil pick up pura pura jadi teknisi pakai rompi oren nyabut tiang besi wifi di pinggir jalan wates. Warga curiga karena ngerjainnya jam tiga pagi, pas ditanya surat tugas mereka malah panik kabur ninggalin tiangnya di selokan.",Unknown,merapi_uncover
ID-1318,Hati hati modus gendam di ruang atm center. Kemarin ibu saya di atm dekat perempatan pingit didatangi wanita menangis minta tolong transferin uang karena ga bisa pakai mesin. Entah gimana ibu saya linglung dan malah ngasih kartu atm beserta pinnya. Saldo pensiunan lenyap ditarik habis.,Unknown,merapi_uncover
ID-1319,"Min tolong dishub pasang portal sekalian, banyak pemotor nekat lawan arah di jalan perwakilan samping malioboro demi potong jalan. Sangat bahaya buat pejalan kaki dan kendaraan yang melaju searah, udah sering terjadi tabrakan adu banteng di titik tersebut.",Unknown,merapi_uncover
ID-1320,"Ijin curhat min, ibu kos di daerah condongcatur aturannya ngga masuk akal. Masa nyalain kipas angin lebih dari tiga jam didenda lima puluh ribu, bawa magic com dilarang keras, dan telat bayar sehari gembok kamar langsung diganti. Padahal di awal perjanjian ngga seketat ini.",Unknown,merapi_uncover
ID-1321,"Waspada lur, tadi di pasar beringharjo ada rombongan orang botak pakai baju biksu minta sumbangan maksa ke toko toko. Pas diajak ngomong pakai bahasa mandarin sama koko pemilik emas mereka bingung dan lari. Fix komplotan penipu berkedok pemuka agama.",Unknown,merapi_uncover
ID-1322,"Lapor min, tolong ingetin supir mobil kalau lewat genangan air hujan agak dipelanin napa. Tadi saya lagi neduh pakai mantel di pinggir jalan palagan malah dicipratin air kotor segede ombak sama suv hitam yang ngebut. Basah kuyup dari atas sampai bawah.",Unknown,merapi_uncover
ID-1323,"Permisi min mau ngeluh, ini tukang parkir pasar kranggan nyusun motor rapet banget sampai stang sama spion pada mentok. Pas mau keluar motor saya ketarik paksa sampai baret panjang di body samping. Dimintain tanggung jawab malah pura pura ngga denger ngatur jalanan.",Unknown,merapi_uncover
ID-1324,"Tolong viralkan, aksi coret coret tulisan rasis pakai cat semprot warna merah di baliho ucapan selamat datang daerah perbatasan prambanan. Merusak pemandangan dan provokatif banget bahasanya. Harap segera dihapus sama aparat desa sebelum memicu keributan antar warga.",Unknown,merapi_uncover
ID-1325,Min ijin lapor ada oknum buka lapak jual beli hewan dilindungi jenis kukang sama burung elang di pasar hewan paasty. Hewannya dikurung di sangkar sempit disembunyikan di belakang tumpukan pakan. Tolong bksda segera inspeksi dan sita satwa langka tersebut.,Unknown,merapi_uncover
ID-1326,"Curhat sithik min, kok ya kebangetan banget orang nyolong sepatu pas jumatan di masjid agung bantul. Sepatu kerja saya merk cibaduyut baru beli kemarin lenyap ngga berbekas diganti sama sandal jepit beda sebelah. Bikin saya nyeker balik ke kantor kepanasan aspal.",Unknown,merapi_uncover
ID-1327,Minta tolong barangkali ada sedulur jago buka pintu rumah. Ini kunci utama rumah saya patah separuh di dalam lubang kunci gembok pagar. Posisi saya di luar ngga bisa masuk padahal kompor di dapur lagi nyala ngerebus air. Urgent banget daerah gedong kuning.,Unknown,merapi_uncover
ID-1328,"Halo min, tolong pantaunnya saya kecolongan macbook pro di warung kopi daerah seturan raya. Saya tinggal ke toilet sebentar nitip ke teman, teman saya malah asik main game hape. Cctv cafe ngeblur resolusinya jadi muka pelakunya ngga kelihatan detail.",Unknown,merapi_uncover
ID-1329,"Maaf melenceng min, ada yang ngerti cara ngusir burung hantu ngga? Tiap tengah malam bertengger di pohon mangga depan kamar bunyinya kenceng banget bikin merinding. Mitosnya pertanda buruk jadi keluarga pada parno ngga berani tidur sendirian.",Unknown,merapi_uncover
ID-1330,"Lapor pak polisi, tolong edukasi pengendara mobil yang suka pakai lampu jauh alias high beam di jalan kampung yang sempit. Silau banget nyorot ke mata sampai ngga kelihatan ada selokan di pinggir aspal. Egois banget mikirin terang sendiri ngga peduli arah berlawanan.",Unknown,merapi_uncover
ID-1331,Min tolong lapor ke pihak pt kai daop enam. Ada beberapa baut penambat dan besi bantalan rel kereta api di jalur sentolo yang kayanya sengaja dilepas pencuri. Ini berpotensi banget bikin kereta anjlok kalau ngga segera dipasang ulang pengamannya.,Unknown,merapi_uncover
ID-1332,Hati hati yang lewat underpass kentungan dari arah barat. Ada puluhan motor bocor ban barengan kayanya kena serpihan plat besi tajam yang jatuh dari truk muatan proyek. Tambal ban terdekat sampai kewalahan nanganin antrean motor yang nuntun.,Unknown,merapi_uncover
ID-1333,"Waspada modus nunjuk ban kempes beraksi lagi di ringroad utara. Tadi saya dipepet dua motor diteriakin ban belakang goyang, pas saya nepi mau ngecek mereka langsung maksa minta dompet sama hape. Untung ada warga warung burjo yang lihat jadi pelakunya kabur.",Unknown,merapi_uncover
ID-1334,"Lapor min, tolong dinas perindag cek penjual bbm eceran botolan di daerah wisata parangtritis. Banyak wisatawan ngeluh motornya brebet habis ngisi pertamax botolan disana. Pas dicek montir ternyata warnanya pudar dan baunya aneh kaya dicampur thinner.",Unknown,merapi_uncover
ID-1335,"Permisi min, mohon perhatian pemkab gunungkidul. Tebing kapur di pinggir jalan arah pantai baron udah kelihatan retak panjang rawan longsor jatuh ke aspal. Apalagi kalau musim hujan badai gini sangat membahayakan bus pariwisata yang lewat di bawahnya.",Unknown,merapi_uncover
ID-1336,"Tolong aparat kepolisian polsek mergangsan, ada orang mabuk minuman keras nenteng botol ngehadang setiap motor yang lewat di gang karangkajen. Dia maksa minta uang seribu buat tambah beli minuman. Warga ga berani negur takut dia bawa senjata tajam di balik jaketnya.",Unknown,merapi_uncover
ID-1337,"Lapor min, kelakuan tetangga di perumahan bantul punya mobil dua tapi garasinya cuma muat satu. Mobil satunya diparkir permanen di jalan raya depan rumah nutupin setengah akses jalan perumahan. Bikin mobil lain susah lewat apalagi kalau ada ambulans atau damkar mau masuk.",Unknown,merapi_uncover
ID-1338,"Min, tulung bgt iki ana bule numpak nmax nyasar mlebu gang sempit neng mburi keraton gara2 ngikutin gmaps mobil. Lha dalane buntu mentok tembok, motore ra iso muter balik sisan. Akhire diangkat bareng2 karo warga sekitar, tlg dishare ben turis do ngerti nek gmaps kadang nyesatke masuk kampung.",Unknown,merapi_uncover
